teff	logg	MH	alpha	vmic
6200	2.5	-0.5	0	1.86
6200	2.5	-1	0.4	1.84
6200	2.5	-1.5	0.4	1.83
6200	2.5	-2	0.4	1.82
6200	3	1	0	1.88
6200	3	0.5	0	1.85
6200	3	0	0	1.82
6200	3	-0.5	0	1.8
6200	3	-1	0.4	1.78
6200	3	-1.5	0.4	1.77
6200	3	-2	0.4	1.76
6200	3.5	1	0	1.43
6200	3.5	0.5	0	1.4
6200	3.5	0	0	1.37
6200	3.5	-0.5	0	1.35
6200	3.5	-1	0.4	1.33
6200	3.5	-1.5	0.4	1.32
6200	3.5	-2	0.4	1.31
6200	4	1	0	1.36
6200	4	0.5	0	1.33
6200	4	0	0	1.3
6200	4	-0.5	0	1.28
6200	4	-1	0.4	1.26
6200	4	-1.5	0.4	1.25
6200	4	-2	0.4	1.24
6200	4.5	1	0	1.29
6200	4.5	0.5	0	1.26
6200	4.5	0	0	1.23
6200	4.5	-0.5	0	1.21
6200	4.5	-1	0.4	1.19
6200	4.5	-1.5	0.4	1.18
6200	4.5	-2	0.4	1.17
6200	5	1	0	1.21
6200	5	0.5	0	1.18
6200	5	0	0	1.15
6200	5	-0.5	0	1.13
6200	5	-1	0.4	1.11
6200	5	-1.5	0.4	1.1
6200	5	-2	0.4	1.09
6300	1	1	0	2.2
6300	1	0.5	0	2.17
6300	1	0	0	2.14
6300	1	-0.5	0	2.12
6300	1	-1	0.4	2.1
6300	1	-1.5	0.4	2.09
6300	1	-2	0.4	2.08
6300	1.5	1	0	2.15
6300	1.5	0.5	0	2.12
6300	1.5	0	0	2.09
6300	1.5	-0.5	0	2.07
6300	1.5	-1	0.4	2.05
6300	1.5	-1.5	0.4	2.04
6300	1.5	-2	0.4	2.03
6300	2	1	0	2.09
6300	2	0.5	0	2.06
6300	2	0	0	2.03
6300	2	-0.5	0	2.01
6300	2	-1	0.4	1.99
6300	2	-1.5	0.4	1.98
6300	2	-2	0.4	1.97
6300	2.5	1	0	2.03
6300	2.5	0.5	0	2
6300	2.5	0	0	1.97
6300	2.5	-0.5	0	1.95
6300	2.5	-1	0.4	1.93
6300	2.5	-1.5	0.4	1.92
6300	2.5	-2	0.4	1.91
6300	3	1	0	1.96
6300	3	0.5	0	1.93
6300	3	0	0	1.9
6300	3	-0.5	0	1.88
6300	3	-1	0.4	1.86
6300	3	-1.5	0.4	1.85
6300	3	-2	0.4	1.84
6300	3.5	1	0	1.48
6300	3.5	0.5	0	1.44
6300	3.5	0	0	1.42
6300	3.5	-0.5	0	1.39
6300	3.5	-1	0.4	1.38
6300	3.5	-1.5	0.4	1.36
6300	3.5	-2	0.4	1.36
6300	4	1	0	1.41
6300	4	0.5	0	1.37
6300	4	0	0	1.35
6300	4	-0.5	0	1.32
6300	4	-1	0.4	1.31
6300	4	-1.5	0.4	1.29
6300	4	-2	0.4	1.29
6300	4.5	1	0	1.34
6300	4.5	0.5	0	1.3
6300	4.5	0	0	1.28
6300	4.5	-0.5	0	1.25
6300	4.5	-1	0.4	1.24
6300	4.5	-1.5	0.4	1.22
6300	4.5	-2	0.4	1.22
6300	5	1	0	1.26
6300	5	0.5	0	1.23
6300	5	0	0	1.2
6300	5	-0.5	0	1.18
6300	5	-1	0.4	1.16
6300	5	-1.5	0.4	1.15
6300	5	-2	0.4	1.14
6400	1	1	0	2.3
6400	1	0.5	0	2.26
6400	1	0	0	2.24
6400	1	-0.5	0	2.21
6400	1	-1	0.4	2.2
6400	1	-1.5	0.4	2.18
6400	1	-2	0.4	2.18
6400	1.5	1	0	2.24
6400	1.5	0.5	0	2.21
6400	1.5	0	0	2.18
6400	1.5	-0.5	0	2.16
6400	1.5	-1	0.4	2.14
6400	1.5	-1.5	0.4	2.13
6400	1.5	-2	0.4	2.12
6400	2	1	0	2.18
6400	2	0.5	0	2.15
6400	2	0	0	2.12
6400	2	-0.5	0	2.1
6400	2	-1	0.4	2.08
6400	2	-1.5	0.4	2.07
6400	2	-2	0.4	2.06
6400	2.5	1	0	2.12
6400	2.5	0.5	0	2.09
6400	2.5	0	0	2.06
6400	2.5	-0.5	0	2.04
6400	2.5	-1	0.4	2.02
6400	2.5	-1.5	0.4	2.01
6400	2.5	-2	0.4	2
6400	3	1	0	2.06
6400	3	0.5	0	2.02
6400	3	0	0	2
6400	3	-0.5	0	1.97
6400	3	-1	0.4	1.96
6400	3	-1.5	0.4	1.94
6400	3	-2	0.4	1.94
6400	3.5	1	0	1.53
6400	3.5	0.5	0	1.49
6400	3.5	0	0	1.47
6400	3.5	-0.5	0	1.44
6400	3.5	-1	0.4	1.43
6400	3.5	-1.5	0.4	1.41
6400	3.5	-2	0.4	1.41
6400	4	1	0	1.46
6400	4	0.5	0	1.42
6400	4	0	0	1.4
6400	4	-0.5	0	1.37
6400	4	-1	0.4	1.36
6400	4	-1.5	0.4	1.34
6400	4	-2	0.4	1.34
6400	4.5	1	0	1.39
6400	4.5	0.5	0	1.35
6400	4.5	0	0	1.33
6400	4.5	-0.5	0	1.3
6400	4.5	-1	0.4	1.29
6400	4.5	-1.5	0.4	1.27
6400	4.5	-2	0.4	1.27
6400	5	1	0	1.31
6400	5	0.5	0	1.28
6400	5	0	0	1.25
6400	5	-0.5	0	1.23
6400	5	-1	0.4	1.21
6400	5	-1.5	0.4	1.2
6400	5	-2	0.4	1.19
6500	1	1	0	2.4
6500	1	0.5	0	2.36
6500	1	0	0	2.34
6500	1	-0.5	0	2.31
6500	1	-1	0.4	2.3
6500	1	-1.5	0.4	2.28
6500	1	-2	0.4	2.28
6500	1.5	1	0	2.34
6500	1.5	0.5	0	2.31
6500	1.5	0	0	2.28
6500	1.5	-0.5	0	2.26
6500	1.5	-1	0.4	2.24
6500	1.5	-1.5	0.4	2.23
6500	1.5	-2	0.4	2.22
6500	2	1	0	2.28
6500	2	0.5	0	2.25
6500	2	0	0	2.22
6500	2	-0.5	0	2.2
6500	2	-1	0.4	2.18
6500	2	-1.5	0.4	2.17
6500	2	-2	0.4	2.16
6500	2.5	1	0	2.22
6500	2.5	0.5	0	2.19
6500	2.5	0	0	2.16
6500	2.5	-0.5	0	2.14
6500	2.5	-1	0.4	2.12
6500	2.5	-1.5	0.4	2.11
6500	2.5	-2	0.4	2.1
6500	3	1	0	2.16
6500	3	0.5	0	2.12
6500	3	0	0	2.1
6500	3	-0.5	0	2.07
6500	3	-1	0.4	2.06
6500	3	-1.5	0.4	2.04
6500	3	-2	0.4	2.04
6500	3.5	1	0	1.58
6500	3.5	0.5	0	1.55
6500	3.5	0	0	1.52
6500	3.5	-0.5	0	1.5
6500	3.5	-1	0.4	1.48
6500	3.5	-1.5	0.4	1.47
6500	3.5	-2	0.4	1.46
6500	4	1	0	1.51
6500	4	0.5	0	1.48
6500	4	0	0	1.45
6500	4	-0.5	0	1.43
6500	4	-1	0.4	1.41
6500	4	-1.5	0.4	1.4
6500	4	-2	0.4	1.39
6500	4.5	1	0	1.44
6500	4.5	0.5	0	1.41
6500	4.5	0	0	1.38
6500	4.5	-0.5	0	1.36
6500	4.5	-1	0.4	1.34
6500	4.5	-1.5	0.4	1.33
6500	4.5	-2	0.4	1.32
6500	5	1	0	1.37
6500	5	0.5	0	1.33
6500	5	0	0	1.31
6500	5	-0.5	0	1.28
6500	5	-1	0.4	1.27
6500	5	-1.5	0.4	1.25
6500	5	-2	0.4	1.25
