wave_peak	wave_base	wave_top	note	flux	loggf	lower_state_eV	upper_state_eV	EW	EWR	error_f
385.9699999997402	385.9099999997416	386.02199999973885	Fe 1	0.039729422381864124	-0.71	0.0	3.211	0.058567375126621815	-3.818897789654192	0.03854418648706632
386.53699999972673	386.5049999997275	386.5759999997258	Fe 1	0.5088385203078135	-0.982	1.011	4.218	0.022048614707200348	-4.243809763308393	0.036995684904592326
387.23299999971033	387.1799999997115	387.27799999970915	Fe 1	0.4138710155985933	-0.9279999999999999	0.99	4.191	0.027596918901362358	-4.147111763468122	0.035639282988359285
388.61699999967766	388.56699999967867	388.64199999967695	Fe 1	0.06057749830791034	-1.0759999999999998	0.052	3.241	0.04699345917782171	-3.917484380316992	0.03463312522222895
388.69099999967585	388.6579999996766	388.7119999996753	Fe 1	0.26299889681029304	-1.1440000000000001	0.915	4.103	0.015775636335785007	-4.391617598575902	0.03362699582722875
388.8679999996716	388.79399999967336	388.95499999966967	Fe 1	-0.0005294018653463349	-0.5479999999999999	1.608	4.796	0.112269290919733	-3.5395412267670054	0.032620897428519084
389.54599999965563	389.5089999996565	389.57899999965485	Fe 1	0.2764871431996902	-1.67	0.11	3.292	0.027143793504392798	-4.156888206446622	0.031614832985342484
390.2769999996383	390.2379999996392	390.33499999963686	Fe 1	0.4056654650931441	-0.466	1.557	4.733	0.028938053421983956	-4.129903643925688	0.03060880584589782
390.62499999963006	390.5879999996309	390.6589999996293	Fe 1	0.5257575305175632	-2.2430000000000003	0.11	3.283	0.01873465673462361	-4.319114294537054	0.02921821501341568
392.0099999995973	391.96099999959847	392.05099999959634	Fe 1	0.3280629035628455	-1.746	0.121	3.283	0.02848214273221751	-4.138724487337422	0.02668664886755437
392.2719999995911	392.2299999995921	392.31599999959013	Fe 1	0.2837107329029793	-1.651	0.052	3.211	0.031988648275696294	-4.08859142094931	0.02416613770535819
392.7729999995792	392.7099999995808	392.81799999957815	Fe 1	0.26352452966225	-1.5219999999999998	0.11	3.266	0.034782599651688846	-4.052779587819263	0.021660541083102502
393.0109999995736	392.9469999995752	393.0589999995725	Fe 1	0.20866702536590032	-1.4909999999999999	0.087	3.241	0.03863887156328828	-4.007380271542095	0.019175706324290925
404.56499999930037	404.5119999993017	404.6089999992994	Fe 1	0.06567729168546987	0.28	1.485	4.549	0.047739758158280236	-3.9281080934699024	0.016720892041466363
406.3409999992584	406.2869999992597	406.3889999992573	Fe 1	0.14294264268702395	0.062	1.557	4.608	0.03758066936248129	-4.033926133851414	0.015346744229922275
407.1579999992391	407.10299999924035	407.1959999992382	Fe 1	0.1724815819957558	-0.022000000000000002	1.608	4.652	0.03382522147044836	-4.0805223235804515	0.019948190190971986
420.18399999893114	420.14299999893205	420.2179999989303	Fe 1	0.3342286604584841	-0.708	1.485	4.435	0.022238000173162586	-4.276343781800476	0.024641062661587144
425.05799999881583	425.01799999881683	425.10099999881487	Fe 1	0.3001332299615844	-0.7140000000000001	1.557	4.473	0.02081554040909969	-4.310060503988815	0.029381585900864367
427.1569999987662	427.1099999987673	427.19599999876533	Fe 1	0.11565189842766085	-0.16399999999999998	1.485	4.387	0.03633554352305085	-4.0702558667750806	0.03414992173882707
429.3899999987134	429.32099999871497	429.4359999987123	Fe 1	0.08164945743797575	-1.11	1.485	4.371	0.05027424200716115	-3.931506394606616	0.03893585318503616
430.7689999986808	430.7279999986817	430.80799999868	Fe 1	0.06975883271253625	-0.073	1.557	4.435	0.04445229992532688	-3.9863502061144507	0.04344174495125118
438.3339999985019	438.2849999985031	438.3799999985008	Fe 1	0.045143068007643485	0.2	1.485	4.313	0.048792687308840836	-3.953450420629316	0.04241688962490113
440.4569999984517	440.4079999984529	440.5029999984506	Fe 1	0.0965416779132525	-0.142	1.557	4.371	0.03914769494114991	-4.051197321021815	0.041393241410645536
